"lon","lat"
22.879139,38.02375
22.891611,38.032861
22.85075,38.031222
22.96,38.082056
23.025,38.054556
23.169167,38.074528
23.21875,38.105833
23.208278,38.125417
23.180833,38.126222
23.176222,38.144167
23.225389,38.154972
23.127472,38.163694
23.143694,38.183333
23.115,38.206278
23.066694,38.170389
23.029556,38.179972
23.052056,38.195833
23.02575,38.212889
22.93,38.218722
22.922472,38.200444
22.944139,38.210389
22.969556,38.189972
22.941667,38.182889
22.914139,38.195417
22.905,38.183722
22.890806,38.237917
22.881639,38.222889
22.781639,38.232083
22.762861,38.247472
22.797056,38.274972
22.690833,38.317861
22.673778,38.343306
22.686194,38.362528
22.656639,38.385417
22.629556,38.374139
22.649583,38.365833
22.639111,38.349556
22.619944,38.36375
22.596194,38.351639
22.587083,38.326639
22.609583,38.315806
22.585,38.277917
22.559111,38.279528
22.520389,38.325806
22.540444,38.336667
22.512056,38.3725
22.454167,38.426222
22.427472,38.426222
22.401667,38.448722
22.414611,38.411667
22.372056,38.391694
22.400417,38.365833
22.382056,38.363306
22.377028,38.3475
22.392861,38.347472
22.376639,38.33125
22.3525,38.348694
22.297528,38.354583
22.279139,38.337917
22.244944,38.361222
22.193306,38.337889
22.182472,38.317917
22.123278,38.366222
22.047444,38.394583
22,38.389556
21.934194,38.405417
21.894972,38.369556
21.854167,38.372889
21.8325,38.392056
21.788333,38.374556
21.765806,38.327083
21.636667,38.35625
21.616611,38.34125
21.587444,38.34375
21.519972,38.297889
21.518306,38.311222
21.509194,38.294556
21.418278,38.335361
21.410833,38.327083
21.422111,38.378278
21.367861,38.394139
21.355806,38.440417
21.349111,38.425389
21.33875,38.432444
21.337861,38.4
21.355833,38.38375
21.321667,38.389583
21.309972,38.375361
21.307472,38.385389
21.292472,38.361222
21.26375,38.356639
21.266667,38.337861
21.217917,38.313306
21.252444,38.302083
21.159972,38.29875
21.137056,38.313306
21.157444,38.303722
21.173333,38.327056
21.152744,38.308872
21.132444,38.336222
21.105806,38.337889
21.109139,38.347917
21.099111,38.334528
21.106278,38.364167
21.088694,38.370806
21.102444,38.387056
21.1025,38.372056
21.115806,38.373722
21.132056,38.400028
21.112889,38.414111
21.158722,38.413333
21.111667,38.420417
21.120417,38.435806
21.092889,38.47
21.104556,38.480806
21.083278,38.474583
21.072083,38.486667
21.100417,38.489167
21.084528,38.494139
21.097056,38.531611
21.027028,38.504139
21.00875,38.534167
21.021222,38.609944
20.986611,38.669583
20.914556,38.672472
20.872444,38.792111
20.8475,38.792917
20.805861,38.757889
20.770778,38.753722
20.749611,38.789167
20.730361,38.793278
20.72875,38.814972
20.736667,38.850417
20.800361,38.866667
20.749556,38.910806
20.764194,38.959528
20.785389,38.925806
20.81075,38.918722
20.838306,38.920417
20.862472,38.957917
20.882083,38.924111
20.862472,38.917917
20.907444,38.922083
20.919139,38.949556
20.940833,38.932917
20.979944,38.945417
20.997472,38.922056
21.025778,38.929556
21.020361,38.899167
21.0825,38.864556
21.098306,38.914583
21.150833,38.895389
21.174944,38.867889
21.164556,38.908306
21.139556,38.923333
21.140361,38.964139
21.164583,38.9775
21.11775,39.039028
21.081444,39.045306
21.070639,39.023611
21.058194,39.039472
21.041083,39.022361
21.07275,39.014056
21.04275,39.013222
21.062333,39.002
20.984028,39.006278
20.998556,39.015917
20.962389,39.037917
20.91825,39.005472
20.897389,39.031306
20.830694,39.034611
20.817417,39.058
20.794889,39.061278
20.761139,39.035861
20.755306,39.005861
20.830361,38.96
20.755778,38.972056
20.756222,38.951611
20.725806,38.950417
20.697833,39.000861
20.712833,39.009194
20.698694,39.054194
20.474889,39.218778
20.474889,39.277861
20.341583,39.284583
20.286139,39.327389
20.277833,39.381583
20.230694,39.397833
20.238667,39.409889
20.212833,39.44575
20.273667,39.449083
20.213639,39.49075
20.255778,39.487
20.260278,39.508278
20.239056,39.518667
20.216528,39.517028
20.222417,39.505333
20.172389,39.513694
20.156556,39.523639
20.196167,39.522444
20.166583,39.536194
20.135306,39.526583
20.185722,39.625333
20.109861,39.661111
20.099917,39.651944
20.05825,39.683611
19.982083,39.689139
19.997861,39.750833
19.979972,39.742889
19.972917,39.754139
20.0045,39.781556
19.992917,39.794944
20.016972,39.858222
20.009028,39.873583
19.983333,39.87125
19.953333,39.896194
19.909972,39.904556
19.936194,39.9425
19.8625,40.036222
19.833306,40.05125
19.795778,40.04625
19.7875,40.068694
19.7725,40.057889
19.764139,40.079556
19.747083,40.079139
19.747472,40.098778
19.655778,40.125417
19.469167,40.215389
19.376222,40.300833
19.362083,40.350806
19.288722,40.42
19.316611,40.438778
19.357472,40.42375
19.400417,40.384194
19.419944,40.322889
19.482028,40.347472
19.491222,40.447472
19.404917,40.497056
19.377861,40.534944
19.390833,40.54125
19.397472,40.514556
19.412528,40.524556
19.445833,40.494583
19.456222,40.563306
19.396639,40.581194
19.386694,40.542056
19.34125,40.615028
19.347083,40.636611
19.338306,40.61875
19.316222,40.645778
19.33625,40.655806
19.30875,40.656667
19.36625,40.706667
19.375417,40.803306
19.407028,40.818333
19.403306,40.83625
19.437056,40.845806
19.417917,40.934139
19.45375,40.943333
19.424528,40.931667
19.448778,40.920833
19.440806,40.872111
19.525417,40.9125
19.500806,40.997889
19.449972,40.904556
19.477889,40.982472
19.464972,41.010333
19.451667,41.001972
19.430389,41.014111
19.458722,41.084889
19.436222,41.144083
19.470361,41.156556
19.518722,41.267472
19.484111,41.308694
19.453278,41.312861
19.451639,41.302028
19.4195,41.325806
19.420417,41.379972
19.391194,41.412444
19.440833,41.399528
19.454611,41.417444
19.442083,41.439111
19.483306,41.4545
19.514583,41.495778
19.510417,41.538278
19.463306,41.554528
19.444111,41.588722
19.520806,41.569528
19.5625,41.5795
19.592556,41.622833
19.599194,41.601222
19.614556,41.605778
19.601667,41.641194
19.585444,41.644944
19.593361,41.624556
19.567083,41.647444
19.579222,41.667833
19.594222,41.662028
19.577528,41.668694
19.56375,41.652444
19.584528,41.710806
19.56625,41.749972
19.592861,41.754944
19.566222,41.754167
19.598778,41.771667
19.594972,41.812056
19.44,41.860389
19.409167,41.863722
19.381639,41.847917
19.379139,41.889556
19.334972,41.86875
19.305806,41.892111
19.236222,41.909139
19.234972,41.904583
19.169167,41.935417
19.137028,41.976694
19.15125,41.983333
19.142,42.042361
19.069472,42.088222
19.088278,42.088667
19.088722,42.107361
19.055806,42.136083
19.011639,42.133611
18.9675,42.19125
18.907083,42.220806
18.888306,42.27375
18.810806,42.28375
18.777417,42.267083
18.707056,42.3225
18.684111,42.384583
18.6575,42.384556
18.653333,42.362056
18.609167,42.363722
18.547889,42.414167
18.5725,42.432889
18.7075,42.392889
18.712889,42.416611
18.68375,42.438333
18.687028,42.475
18.734139,42.467083
18.767472,42.422083
18.7625,42.490389
18.7,42.483722
18.685806,42.514528
18.651222,42.490778
18.688722,42.479944
18.677861,42.46
18.609972,42.433722
18.51,42.455389
18.530444,42.426667
18.51125,42.414139
18.527472,42.392056
18.458278,42.447056
18.4275,42.44625
18.404167,42.472889
18.233361,42.557917
18.20875,42.580806
18.229556,42.601611
18.206611,42.62125
18.178361,42.614556
18.060806,42.649556
18.060833,42.665389
18.087472,42.654583
18.089611,42.669972
18.059167,42.676222
18.045,42.700389
18.045833,42.684583
17.998333,42.697944
17.883278,42.757917
17.8875,42.787083
17.868306,42.774583
17.843306,42.803722
17.794972,42.80625
17.780833,42.787028
17.695806,42.834583
17.770361,42.776639
17.76,42.760417
17.741667,42.794611
17.448278,42.866278
17.432111,42.875833
17.452917,42.890806
17.414972,42.911222
17.362472,42.912917
17.211667,42.981222
17.1325,42.97375
17.008278,43.005389
17.032056,43.025
17.004972,43.049556
17.069111,43.02125
17.170833,43.026222
17.280806,43.009556
17.4425,42.952056
17.475806,42.912917
17.530806,42.90375
17.528333,42.924556
17.650806,42.870389
17.66625,42.868333
17.650806,42.879611
17.679139,42.871222
17.742083,42.834167
17.697237,42.862866
17.705806,42.882083
17.686639,42.868694
17.55125,42.933333
17.621694,42.913722
17.603306,42.93125
17.510778,42.954583
17.471222,42.989167
17.483333,43.002944
17.462889,43.0075
17.504167,43.032056
17.43325,43.012944
17.461222,43.032472
17.427472,43.032083
17.424972,43.062056
17.409167,43.038722
17.335778,43.11125
17.113306,43.207056
17.107472,43.226278
17.078333,43.232056
17.050833,43.272083
16.886667,43.399583
16.724111,43.412917
16.68625,43.441667
16.694972,43.45125
16.641667,43.438694
16.529917,43.503722
16.389944,43.507056
16.433306,43.529556
16.477028,43.528306
16.434111,43.544583
16.348278,43.551222
16.294972,43.525444
16.185778,43.507056
16.119139,43.517917
16.177861,43.495833
16.140833,43.481278
16.113278,43.489611
16.130444,43.479139
16.114167,43.469583
16.067472,43.484556
16.036667,43.477917
16.044167,43.489583
16.014167,43.484583
16.017528,43.502056
15.996667,43.486194
15.984972,43.505389
15.972444,43.492917
15.951667,43.504583
15.951611,43.517056
15.988333,43.517889
15.992889,43.538333
15.973278,43.539583
15.960806,43.522083
15.959583,43.539194
15.923722,43.553306
15.944583,43.559139
15.940833,43.57125
15.916194,43.57
15.930417,43.584139
15.912028,43.6275
15.971194,43.630861
15.902917,43.644972
15.928333,43.653722
15.949139,43.640417
15.949556,43.651611
15.855417,43.714972
15.88075,43.727917
15.90375,43.715
15.885833,43.740389
15.849139,43.761278
15.880389,43.729194
15.84825,43.721194
15.781639,43.757917
15.694944,43.764583
15.615389,43.8225
15.680833,43.79875
15.681667,43.81625
15.589111,43.847917
15.575778,43.866222
15.56,43.859556
15.523361,43.899583
15.454972,43.922917
15.347444,44.026222
15.298333,44.042889
15.304972,44.05625
15.285,44.057917
15.262417,44.095417
15.200361,44.132472
15.207472,44.149611
15.142861,44.194111
15.167056,44.228278
15.109556,44.260806
15.129167,44.280417
15.179972,44.243694
