"","origin","destination","probability"
"126","S27SUR","S17SUR",8.92717406384e-09
"127","S19SUR","S17SUR",0.000215221171041
"128","S20SUR","S17SUR",0.000182525192805
"129","S28SUR","S17SUR",2.11501652274e-08
"130","S18SUR","S17SUR",0.000163905416256
"131","S5SUR","S17SUR",0.000578346666571
"132","S17SUR","S17SUR",0.000100691917058
"133","S6SUR","S17SUR",0.000556906205836
"134","S7SUR","S17SUR",0.000570660559931
"135","S16SUR","S17SUR",2.96600463139e-05
"136","S21SUR","S17SUR",1.90715708892e-05
"137","S8SUR","S17SUR",0.000510093797336
"138","S26SUR","S17SUR",1.12713873601e-05
"139","S9SUR","S17SUR",0.000402500239055
"140","S25SUR","S17SUR",1.1409027624e-05
"141","S14SUR","S17SUR",0.000281151544565
"142","S22SUR","S17SUR",4.95861899553e-06
"143","S15SUR","S17SUR",0.000214823309692
"144","S10SUR","S17SUR",0.000547733341128
"145","S11SUR","S17SUR",0.000545706428263
"146","S23SUR","S17SUR",9.87323482861e-07
"147","S24SUR","S17SUR",1.00151362848e-06
"148","S12SUR","S17SUR",0.00049191980978
"149","S5SUR","S6SUR",9.6348929139e-05
"150","S6SUR","S6SUR",0.000679178999123
"151","S7SUR","S6SUR",8.63213997537e-06
"152","S8SUR","S6SUR",5.1828178716e-06
"153","S9SUR","S6SUR",1.35987972048e-06
"154","S14SUR","S6SUR",3.46086889734e-08
"155","S15SUR","S6SUR",8.10537164606e-08
"156","S10SUR","S6SUR",1.21032485678e-06
"157","S11SUR","S6SUR",2.72821726747e-06
"158","S12SUR","S6SUR",9.77555762903e-07
"159","S19SUR","S7SUR",1.80089576109e-12
"160","S20SUR","S7SUR",4.61753018513e-12
"161","S18SUR","S7SUR",2.01631831026e-12
"162","S5SUR","S7SUR",0.000347333282057
"163","S17SUR","S7SUR",3.97686585442e-13
"164","S6SUR","S7SUR",0.000387051331192
"165","S7SUR","S7SUR",8.89389998942e-05
"166","S16SUR","S7SUR",4.17635910557e-13
"167","S21SUR","S7SUR",1.25279648229e-13
"168","S8SUR","S7SUR",5.76160991566e-05
"169","S9SUR","S7SUR",2.65744595291e-05
"170","S14SUR","S7SUR",4.53536744272e-06
"171","S22SUR","S7SUR",5.56699548234e-14
"172","S15SUR","S7SUR",7.20283836728e-06
"173","S10SUR","S7SUR",3.8602357877e-05
"174","S11SUR","S7SUR",5.1889539292e-05
"175","S12SUR","S7SUR",3.68347692245e-05
"176","S27SUR","S16SUR",2.27651183111e-07
"177","S19SUR","S16SUR",0.000274777017862
"178","S20SUR","S16SUR",0.000288901111677
"179","S28SUR","S16SUR",3.84242848066e-07
"180","S18SUR","S16SUR",0.000389420467433
"181","S5SUR","S16SUR",0.000155568243018
"182","S17SUR","S16SUR",0.000479100420848
"183","S6SUR","S16SUR",0.000138254555167
"184","S7SUR","S16SUR",0.00026495825706
"185","S16SUR","S16SUR",0.00130356051462
"186","S21SUR","S16SUR",0.00114666325213
"187","S8SUR","S16SUR",0.000305557543355
"188","S26SUR","S16SUR",0.000577167050936
"189","S9SUR","S16SUR",0.000347281527222
"190","S25SUR","S16SUR",0.000807951311324
"191","S14SUR","S16SUR",0.000173366688285
"192","S22SUR","S16SUR",0.00146479510421
"193","S15SUR","S16SUR",7.73111173094e-05
"194","S10SUR","S16SUR",0.000208888220647
"195","S11SUR","S16SUR",0.000164621202494
"196","S23SUR","S16SUR",0.000196323244321
"197","S24SUR","S16SUR",0.000176094165085
"198","S12SUR","S16SUR",0.00014052815756
"199","S27SUR","S21SUR",4.06747752844e-07
"200","S19SUR","S21SUR",0.000272407911536
"201","S20SUR","S21SUR",0.000294990559633
"202","S28SUR","S21SUR",6.44770842462e-07
"203","S18SUR","S21SUR",0.000414017942495
"204","S5SUR","S21SUR",0.000184037967308
"205","S17SUR","S21SUR",0.000524470450439
"206","S6SUR","S21SUR",0.000166701327852
"207","S7SUR","S21SUR",0.000287274365153
"208","S16SUR","S21SUR",0.00144182977361
"209","S21SUR","S21SUR",0.00130888213836
"210","S8SUR","S21SUR",0.000323014305778
"211","S26SUR","S21SUR",0.000682946234799
"212","S9SUR","S21SUR",0.000360101266808
"213","S25SUR","S21SUR",0.000960837091286
"214","S14SUR","S21SUR",0.000188469375132
"215","S22SUR","S21SUR",0.00187787306247
"216","S15SUR","S21SUR",9.16325557283e-05
"217","S10SUR","S21SUR",0.000247730247392
"218","S11SUR","S21SUR",0.000206422700329
"219","S23SUR","S21SUR",0.000256632330204
"220","S24SUR","S21SUR",0.000229609872455
"221","S12SUR","S21SUR",0.000181532973662
"222","S19SUR","S8SUR",4.82681387734e-12
"223","S20SUR","S8SUR",1.46479946092e-11
"224","S18SUR","S8SUR",6.39522577946e-12
"225","S5SUR","S8SUR",0.000637955695806
"226","S17SUR","S8SUR",1.51687131314e-12
"227","S6SUR","S8SUR",0.000657128630058
"228","S7SUR","S8SUR",0.000274051462147
"229","S16SUR","S8SUR",1.62775318216e-12
"230","S21SUR","S8SUR",4.88260741847e-13
"231","S8SUR","S8SUR",0.000186530404959
"232","S9SUR","S8SUR",9.48314508984e-05
"233","S14SUR","S8SUR",1.67119237336e-05
"234","S22SUR","S8SUR",2.16803226693e-13
"235","S15SUR","S8SUR",2.69082275102e-05
"236","S10SUR","S8SUR",0.000156709300699
"237","S11SUR","S8SUR",0.000196514135061
"238","S12SUR","S8SUR",0.000150864202009
"239","S27SUR","S26SUR",1.16981518038e-05
"240","S19SUR","S26SUR",0.000142352746986
"241","S20SUR","S26SUR",0.000161898656473
"242","S28SUR","S26SUR",1.36548777313e-05
"243","S18SUR","S26SUR",0.00023946950251
"244","S5SUR","S26SUR",4.63998481342e-05
"245","S17SUR","S26SUR",0.000317114442086
"246","S6SUR","S26SUR",4.04014003652e-05
"247","S7SUR","S26SUR",9.26552820601e-05
"248","S16SUR","S26SUR",0.000814149603562
"249","S21SUR","S26SUR",0.000805192168794
"250","S8SUR","S26SUR",0.000116571213628
"251","S26SUR","S26SUR",0.000683318867698
"252","S9SUR","S26SUR",0.000148993346934
"253","S25SUR","S26SUR",0.000931623994793
"254","S14SUR","S26SUR",5.79322239073e-05
"255","S22SUR","S26SUR",0.000912761713687
"256","S15SUR","S26SUR",2.24466779224e-05
"257","S10SUR","S26SUR",6.75718517479e-05
"258","S11SUR","S26SUR",4.97596854612e-05
"259","S23SUR","S26SUR",0.000500465846103
"260","S24SUR","S26SUR",0.000441618564767
"261","S12SUR","S26SUR",4.24888420059e-05
"262","S19SUR","S9SUR",2.49574712011e-11
"263","S20SUR","S9SUR",7.12158900669e-11
"264","S18SUR","S9SUR",3.41263370988e-11
"265","S5SUR","S9SUR",0.0010158815614
"266","S17SUR","S9SUR",8.13714216481e-12
"267","S6SUR","S9SUR",0.00104518106326
"268","S7SUR","S9SUR",0.000601834293165
"269","S16SUR","S9SUR",1.57320204585e-11
"270","S21SUR","S9SUR",4.72028070662e-12
"271","S8SUR","S9SUR",0.000440481984237
"272","S9SUR","S9SUR",0.000247969902037
"273","S25SUR","S9SUR",6.20501036962e-16
"274","S14SUR","S9SUR",0.000106707274019
"275","S22SUR","S9SUR",2.09903046745e-12
"276","S15SUR","S9SUR",0.000173147310428
"277","S10SUR","S9SUR",0.000620552434685
"278","S11SUR","S9SUR",0.000744098797766
"279","S12SUR","S9SUR",0.000674686494741
"280","S27SUR","S25SUR",5.77810435266e-06
"281","S19SUR","S25SUR",0.000202017504559
"282","S20SUR","S25SUR",0.000252236663411
"283","S28SUR","S25SUR",7.71356948479e-06
"284","S18SUR","S25SUR",0.000406277341732
"285","S5SUR","S25SUR",3.98049566153e-05
"286","S17SUR","S25SUR",0.000633219071696
"287","S6SUR","S25SUR",3.38272386294e-05
"288","S7SUR","S25SUR",9.6963637545e-05
"289","S16SUR","S25SUR",0.00168973401558
"290","S21SUR","S25SUR",0.00181693844511
"291","S8SUR","S25SUR",0.000135000005934
"292","S26SUR","S25SUR",0.00203749385533
"293","S9SUR","S25SUR",0.000197971629648
"294","S25SUR","S25SUR",0.00295595274958
"295","S14SUR","S25SUR",6.37878022166e-05
"296","S22SUR","S25SUR",0.00206152245154
"297","S15SUR","S25SUR",2.19639108695e-05
"298","S10SUR","S25SUR",6.4826683216e-05
"299","S11SUR","S25SUR",4.373270352e-05
"300","S23SUR","S25SUR",0.00102140141655
"301","S24SUR","S25SUR",0.00089782613855
"302","S12SUR","S25SUR",3.78449863841e-05
"303","S19SUR","S14SUR",3.36778920566e-08
"304","S20SUR","S14SUR",5.85160221359e-08
"305","S18SUR","S14SUR",3.36232969886e-08
"306","S5SUR","S14SUR",0.000206932271489
"307","S17SUR","S14SUR",1.58437451014e-08
"308","S6SUR","S14SUR",0.000188962333332
"309","S7SUR","S14SUR",0.000297882201088
"310","S16SUR","S14SUR",3.32566611683e-08
"311","S21SUR","S14SUR",1.53583330249e-08
"312","S8SUR","S14SUR",0.000315968410876
"313","S26SUR","S14SUR",1.73728863336e-09
"314","S9SUR","S14SUR",0.000374895941825
"315","S25SUR","S14SUR",3.38376167863e-09
"316","S14SUR","S14SUR",0.00148467648201
"317","S22SUR","S14SUR",1.51653904082e-08
"318","S15SUR","S14SUR",0.000996593491388
"319","S10SUR","S14SUR",0.000348974348633
"320","S11SUR","S14SUR",0.000286290652442
"321","S23SUR","S14SUR",5.08671491983e-11
"322","S24SUR","S14SUR",6.69717162303e-11
"323","S12SUR","S14SUR",0.000262405777623
"324","S27SUR","S22SUR",3.97256828353e-07
"325","S19SUR","S22SUR",0.000140840595905
"326","S20SUR","S22SUR",0.000177962414052
"327","S28SUR","S22SUR",6.60101404187e-07
"328","S18SUR","S22SUR",0.000289410217607
"329","S5SUR","S22SUR",2.63491599134e-05
"330","S17SUR","S22SUR",0.000466226462313
"331","S6SUR","S22SUR",2.21953605199e-05
"332","S7SUR","S22SUR",6.76181217252e-05
"333","S16SUR","S22SUR",0.00137608309499
"334","S21SUR","S22SUR",0.00146904809834
"335","S8SUR","S22SUR",9.58500937328e-05
"336","S26SUR","S22SUR",0.00112372610657
"337","S9SUR","S22SUR",0.000144315553261
"338","S25SUR","S22SUR",0.0016594793119
"339","S14SUR","S22SUR",4.6885142533e-05
"340","S22SUR","S22SUR",0.00478704237874
"341","S15SUR","S22SUR",1.57156493297e-05
"342","S10SUR","S22SUR",4.52188500283e-05
"343","S11SUR","S22SUR",2.98430422239e-05
"344","S23SUR","S22SUR",0.000897164550879
"345","S24SUR","S22SUR",0.00079217893598
"346","S12SUR","S22SUR",2.60621738501e-05
"347","S19SUR","S15SUR",3.10895747491e-08
"348","S20SUR","S15SUR",5.61763745552e-08
"349","S18SUR","S15SUR",3.49572363617e-08
"350","S5SUR","S15SUR",0.0002110097514
"351","S17SUR","S15SUR",3.00133085153e-08
"352","S6SUR","S15SUR",0.000192618596213
"353","S7SUR","S15SUR",0.000307644123456
"354","S16SUR","S15SUR",1.41644707958e-07
"355","S21SUR","S15SUR",7.46091446682e-08
"356","S8SUR","S15SUR",0.000328109460106
"357","S26SUR","S15SUR",9.91759561957e-09
"358","S9SUR","S15SUR",0.00039849023764
"359","S25SUR","S15SUR",1.93482200331e-08
"360","S14SUR","S15SUR",0.00138657214256
"361","S22SUR","S15SUR",8.28115356705e-08
"362","S15SUR","S15SUR",0.00109573311196
"363","S10SUR","S15SUR",0.000331440731678
"364","S11SUR","S15SUR",0.000270618650089
"365","S23SUR","S15SUR",3.00133201278e-10
"366","S24SUR","S15SUR",3.95005549466e-10
"367","S12SUR","S15SUR",0.000238421753374
"368","S19SUR","S10SUR",8.18131768475e-10
"369","S20SUR","S10SUR",2.09885997862e-09
"370","S18SUR","S10SUR",1.03551263877e-09
"371","S5SUR","S10SUR",0.000557825711348
"372","S17SUR","S10SUR",3.37296023416e-10
"373","S6SUR","S10SUR",0.000580638483052
"374","S7SUR","S10SUR",0.000573924884636
"375","S16SUR","S10SUR",8.91723485602e-10
"376","S21SUR","S10SUR",2.68724424057e-10
"377","S8SUR","S10SUR",0.000553289839195
"378","S26SUR","S10SUR",2.95041700638e-13
"379","S9SUR","S10SUR",0.000493278725787
"380","S25SUR","S10SUR",7.57606698751e-13
"381","S14SUR","S10SUR",0.000826731008046
"382","S22SUR","S10SUR",1.2150085688e-10
"383","S15SUR","S10SUR",0.00122325112414
"384","S10SUR","S10SUR",0.00193062957861
"385","S11SUR","S10SUR",0.00206439250965
"386","S23SUR","S10SUR",8.96788836037e-15
"387","S24SUR","S10SUR",1.18071087649e-14
"388","S12SUR","S10SUR",0.00255795511919
"389","S19SUR","S11SUR",1.33235494273e-09
"390","S20SUR","S11SUR",3.38882722555e-09
"391","S18SUR","S11SUR",1.67211589382e-09
"392","S5SUR","S11SUR",0.000329951630876
"393","S17SUR","S11SUR",5.6516197249e-10
"394","S6SUR","S11SUR",0.000315001730805
"395","S7SUR","S11SUR",0.000453996294284
"396","S16SUR","S11SUR",1.28732060768e-09
"397","S21SUR","S11SUR",4.10535150518e-10
"398","S8SUR","S11SUR",0.000473071619449
"399","S26SUR","S11SUR",7.44665177553e-12
"400","S9SUR","S11SUR",0.00048003403907
"401","S25SUR","S11SUR",1.48598158609e-11
"402","S14SUR","S11SUR",0.00101571515858
"403","S22SUR","S11SUR",2.20362003424e-10
"404","S15SUR","S11SUR",0.00147191425539
"405","S10SUR","S11SUR",0.00157701232829
"406","S11SUR","S11SUR",0.00205900705141
"407","S23SUR","S11SUR",2.24197209009e-13
"408","S24SUR","S11SUR",2.95177719122e-13
"409","S12SUR","S11SUR",0.0026928120275
"410","S27SUR","S23SUR",1.16802716578e-07
"411","S19SUR","S23SUR",1.32837647017e-05
"412","S20SUR","S23SUR",1.95374578404e-05
"413","S28SUR","S23SUR",1.96246647424e-07
"414","S18SUR","S23SUR",3.53412752117e-05
"415","S5SUR","S23SUR",1.21724776555e-06
"416","S17SUR","S23SUR",7.46900794492e-05
"417","S6SUR","S23SUR",1.01312541871e-06
"418","S7SUR","S23SUR",3.96997466952e-06
"419","S16SUR","S23SUR",0.000218316064609
"420","S21SUR","S23SUR",0.000302427805212
"421","S8SUR","S23SUR",6.50435612624e-06
"422","S26SUR","S23SUR",0.000542555655146
"423","S9SUR","S23SUR",1.18823014126e-05
"424","S25SUR","S23SUR",0.000891673572058
"425","S14SUR","S23SUR",2.93179947981e-06
"426","S22SUR","S23SUR",0.000526811360784
"427","S15SUR","S23SUR",9.08892920923e-07
"428","S10SUR","S23SUR",2.30590016038e-06
"429","S11SUR","S23SUR",1.3650501682e-06
"430","S23SUR","S23SUR",0.0036667882117
"431","S24SUR","S23SUR",0.00322806614569
"432","S12SUR","S23SUR",1.24117894927e-06
"433","S27SUR","S24SUR",2.25598609841e-07
"434","S19SUR","S24SUR",2.1301820312e-05
"435","S20SUR","S24SUR",3.08180409973e-05
"436","S28SUR","S24SUR",3.71756118366e-07
"437","S18SUR","S24SUR",5.52278420204e-05
"438","S5SUR","S24SUR",1.94542251025e-06
"439","S17SUR","S24SUR",0.000111737650515
"440","S6SUR","S24SUR",1.61147711718e-06
"441","S7SUR","S24SUR",6.4842288326e-06
"442","S16SUR","S24SUR",0.0003246229804
"443","S21SUR","S24SUR",0.000426939483771
"444","S8SUR","S24SUR",1.06455058856e-05
"445","S26SUR","S24SUR",0.000704971241481
"446","S9SUR","S24SUR",1.93266559346e-05
"447","S25SUR","S24SUR",0.00111374583648
"448","S14SUR","S24SUR",4.80538539159e-06
"449","S22SUR","S24SUR",0.000833401574718
"450","S15SUR","S24SUR",1.46326659782e-06
"451","S10SUR","S24SUR",3.7513052371e-06
"452","S11SUR","S24SUR",2.19189006051e-06
"453","S23SUR","S24SUR",0.00384520497253
"454","S24SUR","S24SUR",0.0033827257234
"455","S12SUR","S24SUR",1.99553418507e-06
"456","S19SUR","S12SUR",2.84861121138e-09
"457","S20SUR","S12SUR",7.06208365362e-09
"458","S18SUR","S12SUR",3.51587536087e-09
"459","S5SUR","S12SUR",0.000427199195765
"460","S17SUR","S12SUR",1.38876604219e-09
"461","S6SUR","S12SUR",0.000424521779688
"462","S7SUR","S12SUR",0.000448930411502
"463","S16SUR","S12SUR",3.974477009e-09
"464","S21SUR","S12SUR",1.49911793963e-09
"465","S8SUR","S12SUR",0.000407732622719
"466","S26SUR","S12SUR",9.46135405341e-11
"467","S9SUR","S12SUR",0.000340118214383
"468","S25SUR","S12SUR",1.85787026417e-10
"469","S14SUR","S12SUR",0.000656978448087
"470","S22SUR","S12SUR",1.14189991673e-09
"471","S15SUR","S12SUR",0.000789644036285
"472","S10SUR","S12SUR",0.00112903833999
"473","S11SUR","S12SUR",0.00110220403471
"474","S23SUR","S12SUR",2.85476445374e-12
"475","S24SUR","S12SUR",3.75522724486e-12
"476","S12SUR","S12SUR",0.00120665354797
